user_id,pc_throttle,pc_brake,t-b,pc_steering,t-b-s,pc_speed,pc_lap_distance
1,1,0,1,0.00148763,0.99851237,73.0946,352.211
1,1,0,1,0.00148763,0.99851237,73.0946,352.211
1,1,0,1,0.00215694,0.99784306,73.2141,354.633
1,1,0,1,0.00394214,0.99605786,73.3265,357.075
1,1,0,1,0.00394214,0.99605786,73.3265,357.075
1,1,0,1,0.00557855,0.99442145,73.4374,359.504
1,1,0,1,0.00595029,0.99404971,73.5467,361.953
1,1,0,1,0.00595029,0.99404971,73.5467,361.953
1,1,0,1,0.00595029,0.99404971,73.653,364.39
1,1,0,1,0.00595029,0.99404971,73.653,364.39
1,1,0,1,0.00595029,0.99404971,73.7493,366.847
1,1,0,1,0.00576431,0.99423569,73.85,369.415
1,1,0,1,0.00576431,0.99423569,73.85,369.415
1,1,0,1,0.00576431,0.99423569,73.9455,371.877
1,1,0,1,0.00557855,0.99442145,74.0355,374.22
1,1,0,1,0.00557855,0.99442145,74.0355,374.22
1,1,0,1,0.00557855,0.99442145,74.1293,376.798
1,1,0,1,0.00595029,0.99404971,74.2282,379.271
1,1,0,1,0.00595029,0.99404971,74.2282,379.271
1,1,0,1,0.00728914,0.99271086,74.3172,381.731
1,1,0,1,0.0103016,0.9896984,74.3172,381.731
1,1,0,1,0.0103016,0.9896984,74.4136,384.21
1,1,0,1,0.0122728,0.9877272,74.5044,386.678
1,1,0,1,0.0120868,0.9879132,74.5044,386.678
1,1,0,1,0.0120868,0.9879132,74.5947,389.163
1,1,0,1,0.00907433,0.99092567,74.6843,391.638
1,1,0,1,0.00907433,0.99092567,74.6843,391.638
1,1,0,1,0.00347106,0.99652894,74.7741,394.253
1,1,0,1,0,1,74.8679,396.738
1,1,0,1,0,1,74.8679,396.738
1,1,0,1,-0.00546696,0.99453304,74.9565,399.235
1,1,0,1,-0.000818229,0.999181771,74.9565,401.735
1,1,0,1,-0.000818229,0.999181771,75.0456,401.735
1,1,0,1,0.0050578,0.9949422,75.1336,404.231
1,1,0,1,0.00870237,0.99129763,75.1336,404.231
1,1,0,1,0.00870237,0.99129763,75.2256,406.862
1,1,0,1,0.0076611,0.9923389,75.3084,409.243
1,1,0,1,0.003347,0.996653,75.3084,409.243
1,1,0,1,0.003347,0.996653,75.3949,411.755
1,1,0,1,0.00223133,0.99776867,75.4808,414.396
1,1,0,1,0.00204535,0.99795465,75.4808,414.396
1,1,0,1,0.00204535,0.99795465,75.5653,416.787
1,1,0,1,0.00204535,0.99795465,75.6496,419.31
1,1,0,1,0.00185937,0.99814063,75.6496,419.31
1,1,0,1,0.00185937,0.99814063,75.7398,421.96
1,1,0,1,0.000743703,0.999256297,75.8256,424.492
1,1,0,1,0.000743703,0.999256297,75.8256,424.492
